0,1
False	15	172.234375	1634.25,b'110\r\n'
False	15	173.609375	1636.25,b'110\r\n'
False	15	174.953125	1639.5,b'110\r\n'
False	15	176.25	1647.0,b'110\r\n'
False	13	177.5625	1653.25,b'110\r\n'
False	9	179.046875	1659.25,b'110\r\n'
False	0	187.515625	0.0,b'110\r\n'
False	0	188.859375	0.0,b'110\r\n'
False	0	190.203125	0.0,b'110\r\n'
False	0	191.546875	0.0,b'110\r\n'
False	0	192.875	0.0,b'110\r\n'
False	0	194.21875	0.0,b'112\r\n'
False	15	188.375	0.0,b'112\r\n'
False	15	189.703125	1746.25,b'112\r\n'
False	15	191.09375	1764.0,b'112\r\n'
False	15	192.375	1783.5,b'112\r\n'
False	15	193.75	1803.5,b'112\r\n'
False	9	195.03125	1826.5,b'112\r\n'
False	0	203.609375	0.0,b'112\r\n'
False	0	204.953125	0.0,b'112\r\n'
False	0	206.28125	0.0,b'112\r\n'
False	15	200.5625	0.0,b'112\r\n'
False	0	208.96875	0.0,b'112\r\n'
False	0	210.375	0.0,b'114\r\n'
False	0	211.71875	0.0,b'114\r\n'
False	0	213.0625	0.0,b'114\r\n'
False	0	214.40625	0.0,b'114\r\n'
False	0	215.75	0.0,b'114\r\n'
False	0	217.09375	0.0,b'114\r\n'
False	0	218.4375	0.0,b'114\r\n'
False	0	219.78125	0.0,b'114\r\n'
False	0	221.140625	0.0,b'114\r\n'
False	15	215.828125	0.0,b'114\r\n'
False	15	217.21875	0.0,b'114\r\n'
False	15	218.6875	996.0,b'114\r\n'
False	15	219.984375	979.75,b'116\r\n'
False	15	221.3125	976.75,b'116\r\n'
False	0	229.203125	0.0,b'116\r\n'
False	15	224.125	0.0,b'116\r\n'
False	15	225.421875	929.5,b'116\r\n'
False	15	226.90625	911.0,b'116\r\n'
False	15	228.171875	897.0,b'116\r\n'
False	15	229.59375	884.5,b'116\r\n'
False	15	230.890625	871.25,b'116\r\n'
False	15	232.359375	857.0,b'116\r\n'
False	15	233.71875	848.25,b'116\r\n'
False	15	235.109375	841.5,b'116\r\n'
False	15	236.4375	828.75,b'118\r\n'
False	15	237.71875	818.75,b'118\r\n'
False	15	245.359375	0.0,b'118\r\n'
False	15	246.703125	0.0,b'118\r\n'
False	15	241.59375	0.0,b'118\r\n'
False	15	243.0	929.75,b'118\r\n'
False	15	244.234375	938.75,b'118\r\n'
False	15	245.625	955.25,b'118\r\n'
False	15	246.921875	980.25,b'118\r\n'
False	0	254.75	0.0,b'118\r\n'
False	15	256.109375	0.0,b'118\r\n'
False	15	250.46875	0.0,b'118\r\n'
False	15	255.125	0.0,b'120\r\n'
False	15	257.625	0.0,b'120\r\n'
False	15	259.6875	262.75,b'120\r\n'
False	15	256.0	0.0,b'120\r\n'
False	15	257.28125	1387.75,b'120\r\n'
False	15	258.671875	1388.5,b'120\r\n'
False	0	266.96875	0.0,b'120\r\n'
False	0	268.3125	0.0,b'120\r\n'
False	0	269.671875	0.0,b'120\r\n'
False	0	271.015625	0.0,b'120\r\n'
False	0	272.359375	0.0,b'120\r\n'
False	0	273.703125	0.0,b'120\r\n'
False	15	272.515625	0.0,b'122\r\n'
False	15	273.90625	267.75,b'122\r\n'
False	15	275.703125	268.5,b'122\r\n'
False	15	276.90625	269.75,b'122\r\n'
False	15	278.109375	272.25,b'122\r\n'
False	0	281.8125	0.0,b'122\r\n'
False	0	283.046875	0.0,b'122\r\n'
False	0	284.390625	0.0,b'122\r\n'
False	0	285.734375	0.0,b'122\r\n'
False	0	287.078125	0.0,b'122\r\n'
False	0	288.421875	0.0,b'122\r\n'
False	0	289.765625	0.0,b'122\r\n'
False	0	291.109375	0.0,b'124\r\n'
False	0	292.453125	0.0,b'124\r\n'
False	0	293.796875	0.0,b'124\r\n'
False	0	295.140625	0.0,b'124\r\n'
False	0	296.484375	0.0,b'124\r\n'
False	0	297.828125	0.0,b'124\r\n'
False	15	299.171875	0.0,b'124\r\n'
False	15	293.421875	0.0,b'124\r\n'
False	15	294.75	1627.75,b'124\r\n'
False	15	296.0625	1650.25,b'124\r\n'
False	9	297.40625	1677.25,b'124\r\n'
False	15	298.71875	1704.75,b'124\r\n'
False	15	300.09375	1731.25,b'126\r\n'
False	15	301.4375	1760.75,b'126\r\n'
False	15	302.796875	1791.25,b'126\r\n'
False	15	304.109375	1824.25,b'126\r\n'
False	0	312.671875	0.0,b'126\r\n'
False	13	306.796875	0.0,b'126\r\n'
False	15	308.109375	1957.0,b'126\r\n'
False	15	309.4375	2000.0,b'126\r\n'
False	15	310.78125	2039.0,b'126\r\n'
False	0	319.40625	0.0,b'126\r\n'
False	0	320.75	0.0,b'126\r\n'
False	15	314.734375	0.0,b'126\r\n'
False	15	316.046875	2289.5,b'128\r\n'
False	15	317.40625	2357.5,b'128\r\n'
False	0	326.125	0.0,b'128\r\n'
False	15	320.09375	2413.0,b'128\r\n'
False	0	328.8125	0.0,b'128\r\n'
False	0	330.140625	0.0,b'128\r\n'
False	15	324.03125	0.0,b'128\r\n'
False	15	325.34375	2764.5,b'128\r\n'
False	15	326.71875	2745.75,b'128\r\n'
False	15	328.046875	2724.5,b'128\r\n'
False	15	329.40625	2698.0,b'128\r\n'
False	15	330.71875	2679.75,b'128\r\n'
False	15	332.109375	2663.75,b'130\r\n'
False	15	333.421875	2640.25,b'130\r\n'
False	15	334.765625	2618.0,b'130\r\n'
False	15	336.125	2599.75,b'130\r\n'
False	15	337.453125	2595.5,b'130\r\n'
False	15	338.84375	2587.0,b'130\r\n'
False	15	340.15625	2573.0,b'130\r\n'
False	15	341.515625	2565.5,b'130\r\n'
False	15	342.828125	2562.0,b'130\r\n'
False	15	344.203125	2555.0,b'130\r\n'
False	15	345.53125	2550.25,b'130\r\n'
False	15	346.828125	2548.25,b'130\r\n'
False	15	348.171875	2549.5,b'132\r\n'
False	15	349.53125	2553.25,b'132\r\n'
False	15	350.875	2552.25,b'132\r\n'
True	15	352.234375	2556.25,b'132\r\n'
False	15	353.515625	2602.25,b'132\r\n'
False	15	354.859375	0.0,b'132\r\n'
False	15	356.203125	2827.5,b'132\r\n'
False	15	357.515625	2842.0,b'132\r\n'
False	15	358.890625	0.0,b'132\r\n'
False	15	0.25	2622.75,b'132\r\n'
False	15	1.578125	2635.0,b'132\r\n'
False	15	2.90625	2668.25,b'132\r\n'
False	15	4.265625	2642.75,b'134\r\n'
False	15	5.609375	2648.5,b'134\r\n'
False	15	6.90625	2729.75,b'134\r\n'
False	15	8.234375	2777.25,b'134\r\n'
False	15	9.578125	0.0,b'134\r\n'
False	15	10.859375	2847.5,b'134\r\n'
False	15	12.203125	2811.75,b'134\r\n'
False	15	13.515625	2840.0,b'134\r\n'
False	15	14.875	2872.5,b'134\r\n'
False	15	16.203125	2899.5,b'134\r\n'
False	15	17.5	2940.0,b'134\r\n'
False	15	18.84375	2961.75,b'134\r\n'
False	15	20.234375	0.0,b'136\r\n'
False	15	21.5625	0.0,b'136\r\n'
False	15	22.90625	0.0,b'136\r\n'
False	15	24.28125	0.0,b'136\r\n'
False	15	25.671875	0.0,b'136\r\n'
False	15	27.046875	0.0,b'136\r\n'
False	15	28.375	2250.5,b'136\r\n'
False	15	29.765625	0.0,b'136\r\n'
False	15	31.078125	0.0,b'136\r\n'
False	15	32.484375	0.0,b'136\r\n'
False	15	33.828125	1975.5,b'136\r\n'
False	15	35.296875	1925.5,b'136\r\n'
False	15	36.671875	1876.75,b'138\r\n'
False	15	38.015625	1829.5,b'138\r\n'
False	15	39.375	1789.0,b'138\r\n'
False	15	40.734375	1749.25,b'138\r\n'
False	15	42.109375	1709.25,b'138\r\n'
False	15	43.46875	1674.5,b'138\r\n'
False	15	44.796875	1642.75,b'138\r\n'
False	15	46.1875	1614.0,b'138\r\n'
False	15	47.546875	1584.5,b'138\r\n'
False	15	48.890625	1556.25,b'138\r\n'
False	15	50.25	1531.5,b'138\r\n'
False	15	51.625	1510.0,b'138\r\n'
False	15	53.296875	0.0,b'140\r\n'
False	15	54.5625	1129.0,b'140\r\n'
False	15	55.90625	1120.75,b'140\r\n'
False	15	57.34375	1112.75,b'140\r\n'
False	15	65.34375	0.0,b'140\r\n'
False	15	66.59375	0.0,b'140\r\n'
False	15	60.984375	0.0,b'140\r\n'
False	15	62.296875	1369.0,b'140\r\n'
False	15	63.6875	1356.75,b'140\r\n'
False	15	65.046875	1345.75,b'140\r\n'
False	15	66.328125	1332.25,b'140\r\n'
False	15	67.671875	1321.0,b'140\r\n'
False	15	69.0625	1312.0,b'142\r\n'
False	15	70.390625	1303.75,b'142\r\n'
False	15	71.734375	1297.25,b'142\r\n'
False	15	73.125	1292.25,b'142\r\n'
False	15	74.421875	1287.5,b'142\r\n'
False	15	75.765625	1282.5,b'142\r\n'
False	15	77.078125	1280.5,b'142\r\n'
False	15	78.421875	1280.0,b'142\r\n'
False	15	79.765625	1279.25,b'142\r\n'
False	15	81.109375	1277.5,b'142\r\n'
False	15	82.40625	1275.25,b'142\r\n'
False	15	83.6875	1274.25,b'142\r\n'
False	15	85.109375	1275.5,b'144\r\n'
False	15	86.390625	1277.25,b'144\r\n'
False	15	87.765625	1278.75,b'144\r\n'
False	15	89.0625	1280.75,b'144\r\n'
False	15	90.421875	1282.0,b'144\r\n'
False	15	91.734375	1285.5,b'144\r\n'
False	15	93.03125	1291.5,b'144\r\n'
False	15	94.390625	1294.5,b'144\r\n'
False	15	95.734375	1299.75,b'144\r\n'
False	15	97.015625	1306.0,b'144\r\n'
False	15	98.359375	1313.25,b'144\r\n'
False	15	99.65625	1325.75,b'144\r\n'
False	15	100.984375	1335.5,b'146\r\n'
False	15	102.375	1345.5,b'146\r\n'
False	15	103.703125	1357.0,b'146\r\n'
False	15	105.03125	1369.5,b'146\r\n'
False	15	106.28125	1385.25,b'146\r\n'
False	15	107.671875	1400.5,b'146\r\n'
False	15	108.9375	1413.75,b'146\r\n'
False	15	110.3125	1428.5,b'146\r\n'
False	15	111.625	1444.25,b'146\r\n'
False	15	112.953125	1462.0,b'146\r\n'
False	15	114.25	1486.75,b'146\r\n'
False	15	115.578125	1510.5,b'146\r\n'
False	15	116.921875	1531.75,b'148\r\n'
False	15	118.1875	1559.25,b'148\r\n'
False	15	119.5	1587.75,b'148\r\n'
False	15	120.859375	1612.25,b'148\r\n'
False	15	122.140625	1640.5,b'148\r\n'
False	15	123.484375	1671.0,b'148\r\n'
False	15	124.765625	1705.5,b'148\r\n'
False	15	126.125	1747.5,b'148\r\n'
False	15	127.4375	1784.75,b'148\r\n'
False	15	128.734375	1822.25,b'148\r\n'
False	15	130.046875	1868.75,b'148\r\n'
False	15	131.34375	1917.25,b'148\r\n'
False	10	132.671875	1962.0,b'150\r\n'
False	0	141.265625	0.0,b'150\r\n'
False	0	142.609375	0.0,b'150\r\n'
False	0	143.9375	0.0,b'150\r\n'
False	0	145.265625	0.0,b'150\r\n'
False	8	139.40625	0.0,b'150\r\n'
False	15	140.703125	1828.0,b'150\r\n'
False	15	142.046875	1805.25,b'150\r\n'
False	15	143.390625	1796.0,b'150\r\n'
False	15	144.75	1823.75,b'150\r\n'
False	15	146.078125	0.0,b'150\r\n'
False	15	147.40625	1781.75,b'150\r\n'
False	15	148.734375	1769.5,b'152\r\n'
False	15	150.125	1756.75,b'152\r\n'
False	12	151.34375	0.0,b'152\r\n'
False	0	159.9375	0.0,b'152\r\n'
False	0	161.265625	0.0,b'152\r\n'
False	0	162.703125	0.0,b'152\r\n'
False	0	164.046875	0.0,b'152\r\n'
False	0	165.390625	0.0,b'152\r\n'
False	0	166.71875	0.0,b'152\r\n'
False	0	168.0625	0.0,b'152\r\n'
False	15	162.25	0.0,b'152\r\n'
False	15	163.578125	1762.5,b'152\r\n'
False	15	165.015625	0.0,b'154\r\n'
False	15	166.328125	1605.25,b'154\r\n'
False	15	167.625	1624.25,b'154\r\n'
False	15	168.984375	1629.0,b'154\r\n'
False	15	170.34375	1630.5,b'154\r\n'
False	15	171.671875	1632.75,b'154\r\n'
False	15	172.96875	1637.25,b'154\r\n'
False	15	174.3125	1639.25,b'154\r\n'
False	15	175.703125	1640.25,b'154\r\n'
False	15	176.984375	1646.5,b'154\r\n'
False	10	178.3125	1655.25,b'154\r\n'
False	0	186.78125	0.0,b'154\r\n'
False	0	188.125	0.0,b'156\r\n'
False	0	189.453125	0.0,b'156\r\n'
False	0	190.796875	0.0,b'156\r\n'
False	0	192.140625	0.0,b'156\r\n'
False	9	186.3125	0.0,b'156\r\n'
False	10	187.625	1729.25,b'156\r\n'
False	15	188.984375	1743.25,b'156\r\n'
False	15	190.28125	1758.5,b'156\r\n'
False	15	191.625	1774.25,b'156\r\n'
False	15	192.984375	1795.25,b'156\r\n'
False	12	194.3125	1818.25,b'156\r\n'
False	15	195.671875	0.0,b'156\r\n'
False	0	204.171875	0.0,b'158\r\n'
False	0	205.515625	0.0,b'158\r\n'
False	0	206.84375	0.0,b'158\r\n'
False	0	208.1875	0.0,b'158\r\n'
False	0	209.53125	0.0,b'158\r\n'
False	0	211.0	0.0,b'158\r\n'
False	0	212.34375	0.0,b'158\r\n'
False	0	213.6875	0.0,b'158\r\n'
False	0	215.03125	0.0,b'158\r\n'
False	0	216.375	0.0,b'158\r\n'
False	0	217.71875	0.0,b'158\r\n'
False	0	219.0625	0.0,b'158\r\n'
False	0	220.40625	0.0,b'160\r\n'
False	0	221.75	0.0,b'160\r\n'
False	15	216.46875	0.0,b'160\r\n'
False	15	217.9375	1017.25,b'160\r\n'
False	15	219.3125	994.25,b'160\r\n'
False	15	220.59375	975.75,b'160\r\n'
False	15	221.9375	971.75,b'160\r\n'
False	15	223.3125	0.0,b'160\r\n'
False	15	224.703125	933.25,b'160\r\n'
False	15	226.125	916.75,b'160\r\n'
False	15	227.4375	904.5,b'160\r\n'
False	15	228.75	890.0,b'160\r\n'
False	15	230.234375	873.0,b'162\r\n'
False	15	231.609375	860.0,b'162\r\n'
False	15	232.890625	856.0,b'162\r\n'
False	15	234.21875	847.75,b'162\r\n'
False	15	235.65625	830.75,b'162\r\n'
False	15	236.96875	818.25,b'162\r\n'
False	15	238.296875	816.5,b'162\r\n'
False	11	245.890625	0.0,b'162\r\n'
False	15	247.234375	0.0,b'162\r\n'
False	15	242.09375	0.0,b'162\r\n'
False	15	243.390625	936.75,b'162\r\n'
False	15	244.8125	946.5,b'162\r\n'
False	15	246.109375	962.5,b'164\r\n'
False	15	247.421875	0.0,b'164\r\n'
False	10	248.359375	0.0,b'164\r\n'
False	15	249.6875	1399.75,b'164\r\n'
False	15	251.03125	1409.75,b'164\r\n'
False	0	259.328125	0.0,b'164\r\n'
False	15	258.625	0.0,b'164\r\n'
False	0	262.015625	0.0,b'164\r\n'
False	15	256.421875	0.0,b'164\r\n'
False	15	257.734375	1387.0,b'164\r\n'
False	15	259.125	1382.25,b'164\r\n'
False	0	267.390625	0.0,b'164\r\n'
False	0	268.734375	0.0,b'166\r\n'
False	0	270.078125	0.0,b'166\r\n'
False	0	271.421875	0.0,b'166\r\n'
False	0	272.78125	0.0,b'166\r\n'
False	0	274.109375	0.0,b'166\r\n'
False	15	272.65625	0.0,b'166\r\n'
False	15	275.109375	269.5,b'166\r\n'
False	15	275.71875	269.75,b'166\r\n'
False	15	277.796875	271.5,b'166\r\n'
False	0	280.84375	0.0,b'166\r\n'
False	0	282.109375	0.0,b'166\r\n'
False	0	283.46875	0.0,b'166\r\n'
False	0	284.796875	0.0,b'168\r\n'
False	0	286.140625	0.0,b'168\r\n'
False	0	287.484375	0.0,b'168\r\n'
False	0	288.8125	0.0,b'168\r\n'
False	0	290.15625	0.0,b'168\r\n'
False	0	291.5	0.0,b'168\r\n'
False	0	292.84375	0.0,b'168\r\n'
False	0	294.1875	0.0,b'168\r\n'
False	0	295.515625	0.0,b'168\r\n'
False	0	296.859375	0.0,b'168\r\n'
False	15	298.21875	0.0,b'168\r\n'
False	15	292.421875	0.0,b'168\r\n'
False	15	293.796875	1619.75,b'170\r\n'
False	15	295.078125	1641.25,b'170\r\n'
False	9	296.40625	1665.75,b'170\r\n'
False	13	297.71875	1692.75,b'170\r\n'
False	15	299.15625	1719.75,b'170\r\n'
False	15	300.453125	1744.5,b'170\r\n'
False	15	301.78125	1772.75,b'170\r\n'
False	15	303.140625	1809.0,b'170\r\n'
False	12	304.4375	1843.75,b'170\r\n'
False	0	313.015625	0.0,b'170\r\n'
False	15	307.125	0.0,b'170\r\n'
False	15	308.4375	1976.25,b'170\r\n'
False	15	309.734375	2014.5,b'172\r\n'
False	12	311.078125	2058.25,b'172\r\n'
False	0	319.71875	0.0,b'172\r\n'
False	9	313.703125	0.0,b'172\r\n'
False	15	315.03125	0.0,b'172\r\n'
False	15	316.359375	0.0,b'172\r\n'
False	0	325.109375	0.0,b'172\r\n'
False	0	326.4375	0.0,b'172\r\n'
False	15	320.375	2391.0,b'172\r\n'
False	0	329.125	0.0,b'172\r\n'
False	0	330.453125	0.0,b'172\r\n'
False	15	324.3125	0.0,b'172\r\n'
False	15	325.671875	2750.75,b'174\r\n'
False	15	327.0	2742.25,b'174\r\n'
False	15	328.34375	2715.0,b'174\r\n'
False	15	329.71875	2689.0,b'174\r\n'
False	15	331.0625	2670.5,b'174\r\n'
False	15	332.375	2654.0,b'174\r\n'
False	15	333.71875	2635.25,b'174\r\n'
False	15	335.078125	2612.5,b'174\r\n'
False	15	336.4375	2593.5,b'174\r\n'
False	15	337.765625	2590.75,b'174\r\n'
False	15	339.109375	2583.5,b'174\r\n'
False	15	340.4375	2571.75,b'174\r\n'
False	15	341.78125	2565.75,b'176\r\n'
False	15	343.125	2560.75,b'176\r\n'
False	15	344.5	2561.0,b'176\r\n'
False	15	345.8125	2556.75,b'176\r\n'
False	15	347.125	2549.0,b'176\r\n'
False	15	348.46875	2546.5,b'176\r\n'
False	15	349.796875	2547.25,b'176\r\n'
True	15	351.140625	2555.5,b'176\r\n'
False	15	352.484375	2563.25,b'176\r\n'
False	15	353.796875	2601.5,b'176\r\n'
False	15	355.109375	0.0,b'176\r\n'
False	15	356.4375	2826.75,b'176\r\n'
False	15	357.765625	2846.25,b'178\r\n'
False	15	359.15625	0.0,b'178\r\n'
False	15	0.5	2643.0,b'178\r\n'
False	15	1.8125	2655.0,b'178\r\n'
False	15	3.15625	2672.5,b'178\r\n'
False	15	4.5	2658.0,b'178\r\n'
False	15	5.84375	2661.75,b'178\r\n'
False	15	7.171875	0.0,b'178\r\n'
False	15	8.5	2781.0,b'178\r\n'
False	15	9.78125	0.0,b'178\r\n'
False	15	11.140625	0.0,b'178\r\n'
False	15	12.46875	2805.0,b'178\r\n'
